,artist,track,time,seconds,genre,date.entered,date.peaked,Peak_Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
214,SheDaisy,Deck The Halls,3:46,226,Country,1999-12-25,2000-01-01,7 days 00:00:00.000000000,97,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Splender,I Think God Can Explain,3:55,235,R&B,2000-06-10,2000-06-24,14 days 00:00:00.000000000,71,66.0,62.0,62.0,62.0,64.0,65.0,71.0,81.0,89.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"Simpson, Jessica",Where You Are,3:51,231,Rock,2000-04-01,2000-04-15,14 days 00:00:00.000000000,73,66.0,62.0,62.0,76.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,M2M,Mirror Mirror,3:19,199,Pop,2000-04-01,2000-05-27,56 days 00:00:00.000000000,87,87.0,94.0,91.0,75.0,68.0,65.0,86.0,62.0,70.0,74.0,70.0,70.0,80.0,82.0,87.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Kumbia Kings,U Don't Love Me,3:50,230,R&B,2000-03-04,2000-03-18,14 days 00:00:00.000000000,81,64.0,62.0,67.0,70.0,70.0,75.0,87.0,89.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Joe,Treat Her Like A Lady,4:12,252,Rock,2000-08-05,2000-08-19,14 days 00:00:00.000000000,77,75.0,63.0,63.0,69.0,64.0,68.0,67.0,72.0,79.0,78.0,84.0,85.0,90.0,89.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"Blige, Mary J.",Deep Inside,5:26,326,Rock,1999-11-13,2000-01-22,70 days 00:00:00.000000000,83,80.0,80.0,75.0,75.0,73.0,64.0,64.0,65.0,67.0,63.0,67.0,75.0,85.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"Price, Kelly",You Should've Told Me,3:12,192,Rock,2000-09-23,2000-12-02,70 days 00:00:00.000000000,91,91.0,91.0,87.0,86.0,79.0,79.0,75.0,70.0,68.0,64.0,64.0,68.0,70.0,74.0,90.0,86.0,85.0,93.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Changing Faces,That Other Woman,4:00,240,Rock,2000-09-30,2000-10-28,28 days 00:00:00.000000000,80,72.0,66.0,66.0,64.0,76.0,65.0,66.0,75.0,85.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"Wright, Chely",It Was,3:51,231,R&B,2000-03-04,2000-04-15,42 days 00:00:00.000000000,86,78.0,75.0,72.0,71.0,69.0,64.0,75.0,85.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Limp Bizkit,Rollin',4:04,244,Rock,2000-11-11,2000-12-09,28 days 00:00:00.000000000,77,73.0,72.0,66.0,65.0,65.0,67.0,73.0,74.0,78.0,80.0,86.0,86.0,91.0,93.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Hot Boys,I Need A Hot Girl,4:16,256,Rap,2000-02-19,2000-03-11,21 days 00:00:00.000000000,77,75.0,71.0,65.0,65.0,70.0,69.0,77.0,79.0,90.0,92.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Jay-Z,Do It Again (Put Ya Hands Up),3:47,227,Rap,2000-01-15,2000-01-29,14 days 00:00:00.000000000,95,68.0,65.0,65.0,74.0,84.0,92.0,96.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"Adkins, Trace",More,3:05,185,Country,2000-04-29,2000-06-17,49 days 00:00:00.000000000,84,84.0,75.0,73.0,73.0,69.0,68.0,65.0,73.0,83.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"Dixie Chicks, The",Cold Day In July,5:12,312,Country,2000-06-24,2000-08-05,42 days 00:00:00.000000000,80,79.0,76.0,72.0,68.0,68.0,65.0,70.0,84.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"Price, Kelly",As We Lay,6:20,380,Rock,2000-07-15,2000-08-05,21 days 00:00:00.000000000,82,69.0,69.0,64.0,71.0,79.0,82.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,DMX,What's My Name,3:50,230,Rap,2000-01-15,2000-02-12,28 days 00:00:00.000000000,98,76.0,69.0,69.0,67.0,73.0,76.0,90.0,90.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"Martin, Ricky",Private Emotion,4:02,242,Latin,2000-03-11,2000-03-18,7 days 00:00:00.000000000,76,67.0,71.0,78.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Nine Days,If I Am,4:18,258,Rock,2000-12-02,2000-12-02,0 days 00:00:00.000000000,68,68.0,81.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"Blige, Mary J.",Give Me You,5:00,300,Rock,2000-04-15,2000-05-13,28 days 00:00:00.000000000,97,94.0,77.0,76.0,68.0,77.0,89.0,90.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Red Hot Chili Peppers,Californication,5:21,321,Rock,2000-07-29,2000-10-14,77 days 00:00:00.000000000,72,72.0,72.0,77.0,79.0,77.0,75.0,84.0,85.0,79.0,74.0,69.0,74.0,75.0,77.0,71.0,78.0,89.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Third Eye Blind,Deep Inside Of You,4:10,250,Rock,2000-09-02,2000-10-07,35 days 00:00:00.000000000,80,73.0,70.0,70.0,70.0,69.0,72.0,79.0,90.0,97.0,95.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"Brooks, Garth",Do What You Gotta Do,2:56,176,Country,2000-02-19,2000-03-18,28 days 00:00:00.000000000,86,81.0,72.0,70.0,69.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"Offspring, The",Original Prankster,3:42,222,Rock,2000-11-25,2000-12-09,14 days 00:00:00.000000000,74,71.0,70.0,70.0,77.0,78.0,91.0,89.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"Anthony, Marc",My Baby You,3:59,239,Latin,2000-09-16,2000-10-07,21 days 00:00:00.000000000,82,76.0,76.0,70.0,82.0,81.0,74.0,80.0,76.0,76.0,73.0,74.0,87.0,83.0,89.0,93.0,94.0,94.0,91.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"Houston, Whitney","Same Script, Different Cast",4:45,285,Rock,2000-06-17,2000-07-15,28 days 00:00:00.000000000,71,71.0,71.0,71.0,70.0,75.0,77.0,88.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,D'Angelo,Left & Right,4:35,275,R&B,1999-12-11,2000-01-01,21 days 00:00:00.000000000,93,77.0,75.0,70.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"Kravitz, Lenny",I Belong To You,4:17,257,Rock,2000-03-25,2000-04-08,14 days 00:00:00.000000000,78,77.0,71.0,71.0,71.0,83.0,90.0,90.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,207,Country,2000-09-16,2000-11-18,63 days 00:00:00.000000000,98,93.0,93.0,93.0,88.0,88.0,82.0,81.0,73.0,71.0,71.0,72.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Q-Tip,Breathe And Stop,4:06,246,Rock,2000-01-22,2000-01-22,0 days 00:00:00.000000000,71,71.0,81.0,82.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,213,Country,2000-09-09,2000-09-16,7 days 00:00:00.000000000,82,71.0,79.0,83.0,96.0,99.0,78.0,78.0,83.0,79.0,77.0,76.0,79.0,81.0,88.0,85.0,86.0,79.0,87.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Lil Wayne,Tha Block Is Hot,4:13,253,Rap,1999-12-04,2000-01-08,35 days 00:00:00.000000000,99,89.0,92.0,84.0,84.0,72.0,81.0,81.0,86.0,87.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,262,Rap,2000-02-26,2000-03-11,14 days 00:00:00.000000000,87,82.0,72.0,77.0,87.0,94.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"Wallflowers, The",Sleepwalker,3:29,209,Rock,2000-10-28,2000-10-28,0 days 00:00:00.000000000,73,73.0,74.0,80.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Drama,"Left, Right, Left",3:37,217,Rap,2000-02-12,2000-03-18,35 days 00:00:00.000000000,100,98.0,89.0,80.0,75.0,73.0,80.0,86.0,91.0,96.0,100.0,98.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Limp Bizkit,N 2 Gether Now,3:55,235,Rock,1999-12-04,2000-01-08,35 days 00:00:00.000000000,94,88.0,85.0,78.0,78.0,73.0,84.0,86.0,90.0,97.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Lox,"Ryde or Die, Chick",3:56,236,Rap,2000-03-18,2000-03-25,7 days 00:00:00.000000000,86,73.0,80.0,84.0,91.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Ying Yang Twins,Whistle While You Twurk,4:19,259,Rap,2000-03-18,2000-04-29,42 days 00:00:00.000000000,95,94.0,91.0,85.0,84.0,78.0,74.0,78.0,85.0,89.0,97.0,96.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"Walker, Clay","Live, Laugh, Love",4:06,246,Country,1999-12-04,2000-01-22,49 days 00:00:00.000000000,95,95.0,94.0,94.0,94.0,95.0,82.0,74.0,79.0,92.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Metallica,No Leaf Clover (Live),5:43,343,Rock,2000-02-12,2000-03-11,28 days 00:00:00.000000000,86,81.0,78.0,76.0,74.0,80.0,86.0,93.0,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Yankee Grey,Another Nine Minutes,3:10,190,Country,2000-04-29,2000-05-20,21 days 00:00:00.000000000,86,83.0,77.0,74.0,83.0,79.0,88.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"Bega, Lou",Tricky Tricky ,3:23,203,Rock,2000-01-29,2000-02-05,7 days 00:00:00.000000000,75,74.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Big Punisher,It's So Hard,3:25,205,Rap,2000-04-22,2000-05-06,14 days 00:00:00.000000000,96,87.0,75.0,79.0,81.0,81.0,76.0,76.0,78.0,84.0,90.0,88.0,94.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"Worley, Darryl",When You Need My Love,3:35,215,Country,2000-06-17,2000-09-02,77 days 00:00:00.000000000,98,88.0,93.0,92.0,85.0,85.0,84.0,80.0,80.0,80.0,80.0,75.0,78.0,86.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Lil' Kim,How Many Licks?,3:50,230,Rap,2000-11-25,2000-12-02,7 days 00:00:00.000000000,79,75.0,77.0,86.0,86.0,89.0,,,96.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"Clark, Terri",A Little Gasoline,3:07,187,Country,2000-12-16,2000-12-16,0 days 00:00:00.000000000,75,82.0,88.0,96.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"Brock, Chad",A Country Boy Can Survive,3:54,234,Country,2000-01-01,2000-01-08,7 days 00:00:00.000000000,93,75.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"Cagle, Chris",My Love Goes On And On,3:02,182,Country,2000-10-21,2000-12-02,42 days 00:00:00.000000000,99,94.0,94.0,87.0,84.0,83.0,76.0,76.0,79.0,83.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"Byrd, Tracy",Put Your Hand In Mine,4:30,270,Country,2000-01-29,2000-02-12,14 days 00:00:00.000000000,81,77.0,76.0,76.0,86.0,88.0,92.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Metallica,I Disappear,4:26,266,Rock,2000-05-13,2000-06-17,35 days 00:00:00.000000000,86,84.0,88.0,81.0,81.0,76.0,81.0,81.0,78.0,84.0,83.0,82.0,87.0,88.0,91.0,94.0,98.0,95.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Jay-Z,Hey Papi,3:40,220,Rap,2000-08-12,2000-10-07,56 days 00:00:00.000000000,98,100.0,98.0,94.0,83.0,83.0,80.0,78.0,76.0,77.0,85.0,91.0,93.0,88.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Fatboy Slim,The Rockafeller Skank,4:00,240,Electronica,1999-11-13,2000-01-22,70 days 00:00:00.000000000,94,94.0,94.0,87.0,77.0,77.0,83.0,82.0,82.0,92.0,76.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"Levert, Gerald",Mr. Too Damn Good,4:06,246,R&B,2000-03-18,2000-04-08,21 days 00:00:00.000000000,84,83.0,83.0,76.0,86.0,86.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"McKnight, Brian",Stay Or Let It Go,4:32,272,Rock,2000-02-26,2000-03-25,28 days 00:00:00.000000000,95,92.0,82.0,78.0,76.0,88.0,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"Allan, Gary",Smoke Rings In The Dark,4:18,258,Country,2000-01-22,2000-02-05,14 days 00:00:00.000000000,80,78.0,76.0,77.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Ginuwine,The Best Man I Can Be,4:06,246,Rock,2000-01-08,2000-03-04,56 days 00:00:00.000000000,97,97.0,83.0,94.0,84.0,88.0,85.0,82.0,77.0,77.0,85.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Before Dark,Monica,4:04,244,Rock,2000-05-20,2000-06-17,28 days 00:00:00.000000000,95,87.0,80.0,80.0,77.0,87.0,91.0,91.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"Estefan, Gloria",No Me Dejes De Querer,3:25,205,Rock,2000-06-10,2000-06-10,0 days 00:00:00.000000000,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Stone Temple Pilots,Sour Girl,4:16,256,Rock,2000-07-08,2000-07-29,21 days 00:00:00.000000000,79,79.0,79.0,78.0,78.0,87.0,89.0,88.0,95.0,93.0,91.0,94.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Montgomery Gentry,Daddy Won't Sell The Farm,4:18,258,Country,2000-03-04,2000-03-25,21 days 00:00:00.000000000,87,83.0,81.0,79.0,81.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,225,Country,2000-09-23,2000-11-11,49 days 00:00:00.000000000,97,97.0,97.0,92.0,91.0,88.0,85.0,80.0,82.0,80.0,80.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Clark Family Experience,Meanwhile Back At The Ranch,2:56,176,Country,2000-11-18,2000-12-16,28 days 00:00:00.000000000,87,86.0,81.0,92.0,80.0,80.0,82.0,84.0,82.0,81.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"Thomas, Carl",Summer Rain,4:57,297,Rock,2000-09-23,2000-10-14,21 days 00:00:00.000000000,82,82.0,86.0,80.0,82.0,83.0,84.0,82.0,88.0,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"Yearwood, Trisha",Real Live Woman,3:55,235,Country,2000-04-01,2000-04-29,28 days 00:00:00.000000000,85,83.0,83.0,82.0,81.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Trick Daddy,Shut Up,4:17,257,Rap,2000-05-20,2000-06-17,28 days 00:00:00.000000000,99,95.0,87.0,87.0,83.0,83.0,89.0,87.0,92.0,92.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"Moore, Chante",Straight Up,3:40,220,Rock,2000-10-28,2000-12-02,35 days 00:00:00.000000000,98,98.0,97.0,90.0,85.0,83.0,83.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Cam'ron,What Means The World To You,4:38,278,Rap,2000-10-14,2000-11-18,35 days 00:00:00.000000000,94,94.0,96.0,91.0,84.0,83.0,88.0,87.0,95.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Juvenile,U Understand,3:51,231,Rap,2000-02-05,2000-02-12,7 days 00:00:00.000000000,85,83.0,100.0,98.0,97.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"Hollister, Dave",Can't Stay,6:17,377,Rock,2000-03-25,2000-03-25,0 days 00:00:00.000000000,84,84.0,93.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Tamia,Can't Go For That,3:38,218,Rock,2000-09-16,2000-09-30,14 days 00:00:00.000000000,90,86.0,84.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,LFO,West Side Story,3:27,207,Rock,2000-08-05,2000-08-12,7 days 00:00:00.000000000,96,84.0,88.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"Paisley, Brad",Me Neither,3:19,199,Country,2000-05-13,2000-05-20,7 days 00:00:00.000000000,87,85.0,90.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"Carter, Torrey",Take That,3:43,223,Rock,2000-06-24,2000-07-08,14 days 00:00:00.000000000,94,88.0,86.0,91.0,89.0,87.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,195,R&B,2000-09-02,2000-09-09,7 days 00:00:00.000000000,91,87.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Madison Avenue,Don't Call Me Baby,3:44,224,Electronica,2000-07-08,2000-09-16,70 days 00:00:00.000000000,98,96.0,93.0,93.0,93.0,92.0,92.0,92.0,90.0,92.0,88.0,88.0,88.0,95.0,93.0,98.0,93.0,92.0,90.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Eve,Got It All,3:48,228,Rap,2000-07-15,2000-07-22,7 days 00:00:00.000000000,89,88.0,88.0,91.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Limp Bizkit,Re-Arranged,4:08,248,Rock,1999-12-04,2000-02-05,63 days 00:00:00.000000000,91,91.0,90.0,95.0,95.0,99.0,96.0,96.0,92.0,88.0,89.0,93.0,91.0,91.0,89.0,90.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"Spencer, Tracie",Still In My Heart,4:11,251,Rock,2000-03-04,2000-03-11,7 days 00:00:00.000000000,95,88.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Nu Flavor,3 Little Words,3:54,234,R&B,2000-06-03,2000-06-17,14 days 00:00:00.000000000,97,97.0,89.0,89.0,94.0,90.0,99.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Tamar,If You Don't Wanna Love Me,4:02,242,Rock,2000-03-25,2000-04-15,21 days 00:00:00.000000000,98,98.0,92.0,89.0,92.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"Levert, Gerald",Baby U Are,4:10,250,R&B,2000-08-19,2000-08-26,7 days 00:00:00.000000000,96,89.0,92.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"Hart, Beth",L.A. Song,3:47,227,Country,1999-11-27,2000-01-15,49 days 00:00:00.000000000,99,100.0,98.0,99.0,99.0,99.0,98.0,90.0,99.0,97.0,91.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"Diffie, Joe",The Quittin' Kind,3:23,203,Country,2000-01-01,2000-01-22,21 days 00:00:00.000000000,98,100.0,100.0,90.0,93.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Funkmaster Flex,Do You,4:14,254,Rap,2000-11-11,2000-12-02,21 days 00:00:00.000000000,92,92.0,95.0,91.0,91.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"Price, Kelly",Love Sets You Free,3:46,226,Rock,2000-05-13,2000-05-20,7 days 00:00:00.000000000,92,91.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,En Vogue,Riddle,5:10,310,Rock,2000-06-17,2000-06-17,0 days 00:00:00.000000000,92,92.0,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
