,track,artist,genre,week,Ranking
20048,Swear It Again,Westlife,Rock,64,
20049,Meet Virginia,Train,Rock,64,
20050,I Wish,"Thomas, Carl",Rock,64,
20051,This Time Around,Hanson,Country,64,
20052,I Think I'm In Love With You,"Simpson, Jessica",Pop,64,
20053,What's Your Fantasy,Ludacris,Rap,64,
20054,Callin' Me,Lil' Zane,Rap,64,
20055,Don't Say You Love Me,M2M,Pop,64,
20056,Faded,SoulDecision,Rock,64,
20057,Yes!,"Brock, Chad",Country,64,
20058,Shake Your Bon-Bon,"Martin, Ricky",Latin,64,
20059,You're A God,Vertical Horizon,Rock,64,
20060,Separated,Avant,Rock,64,
20061,Big Deal,"Rimes, LeAnn",Country,64,
20062,Stay The Night,IMx,Rap,64,
20063,The Next Episode,Dr. Dre,Rap,64,
20064,Lucky,"Spears, Britney",Rock,64,
20065,Crash And Burn,Savage Garden,Rock,64,
20066,Don't Think I'm Not,Kandi,Rock,64,
20067,I Like It,Sammie,Rock,64,
20068,Broadway,Goo Goo Dolls,Rock,64,
20069,I Wanna Be With You,"Moore, Mandy",Pop,64,
20070,Forgot About Dre,Dr. Dre,Rap,64,
20071,Untitled (How Does It Feel),D'Angelo,R&B,64,
20072,That's The Way,"Messina, Jo Dee",Country,64,
20073,My First Love,Avant,Rock,64,
20074,A Puro Dolor (Purest Of Pain),Son By Four,Latin,64,
20075,What'Chu Like,Da Brat,Rap,64,
20076,Party Up (Up In Here),DMX,Rap,64,
20077,Cowboy Take Me Away,"Dixie Chicks, The",Country,64,
20078,My Next Thirty Years,"McGraw, Tim",Country,64,
20079,Best Of Intentions,"Tritt, Travis",Country,64,
20080,Better Off Alone,Alice Deejay,Electronica,64,
20081,Another Dumb Blonde,Hoku,Pop,64,
20082,I Learned From The Best,"Houston, Whitney",Rock,64,
20083,Hanginaround,Counting Crows,Rock,64,
20084,Shackles (Praise You),Mary Mary,Rock,64,
20085,Crybaby,"Carey, Mariah",Rock,64,
20086,My Best Friend,"McGraw, Tim",Country,64,
20087,Falls Apart,Sugar Ray,Rock,64,
20088,American Pie,Madonna,Rock,64,
20089,Where I Wanna Be,"Jones, Donell",Rock,64,
20090,We Danced,"Paisley, Brad",Country,64,
20091,What About Now,Lonestar,Country,64,
20092,The One,"Backstreet Boys, The",Rock,64,
20093,How Do You Like Me Now?!,"Keith, Toby",Country,64,
20094,The Best Day,"Strait, George",Country,64,
20095,Without You,"Dixie Chicks, The",Country,64,
20096,Just Friends (Sunny),Musiq,Rap,64,
20097,What Do You Say,"McEntire, Reba",Country,64,
20098,Just Be A Man About It,"Braxton, Toni",Rock,64,
20099,Rhythm Divine,"Iglesias, Enrique",Latin,64,
20100,I Will Love Again,"Fabian, Lara",Pop,64,
20101,It's My Life,Bon Jovi,Rock,64,
20102,Born To Fly,"Evans, Sara",Country,64,
20103,I Lost It,"Chesney, Kenny",Country,64,
20104,One Night Stand,J-Shin,R&B,64,
20105,Love Is Blind,Eve,Rap,64,
20106,I Don't Wanna,Aaliyah,Rock,64,
20107,The Little Girl,"Montgomery, John Michael",Country,64,
20108,Aaron's Party (Come Get It),"Carter, Aaron",R&B,64,
20109,Just Another Day In Paradise,"Vassar, Phil",Country,64,
20110,You Can Do It,Ice Cube,Rap,64,
20111,Back At One,"Wills, Mark",Country,64,
20112,Dance Tonight,Lucy Pearl,R&B,64,
20113,It Must Be Love,"Jackson, Alan",Country,64,
20114,She's More,"Griggs, Andy",Country,64,
20115,Simple Kind Of Life,No Doubt,Rock,64,
20116,911,"Jean, Wyclef",Rap,64,
20117,Prayin' For Daylight,Rascal Flatts,Country,64,
20118,Graduation (Friends Forever),Vitamin C,Rock,64,
20119,One Voice,"Gilman, Billy",Country,64,
20120,Smile,Lonestar,Country,64,
20121,Buy Me A Rose,"Rogers, Kenny",Country,64,
20122,Lessons Learned,"Lawrence, Tracy",Country,64,
20123,Go On,"Strait, George",Country,64,
20124,Got To Get It,Sisqo,Rock,64,
20125,Who Let The Dogs Out,Baha Men,R&B,64,
20126,The Chain Of Love,"Walker, Clay",Country,64,
20127,Love's The Only House,"McBride, Martina",Country,64,
20128,Sexual (Li Da Di),Amber,Rock,64,
20129,Kiss This,"Tippin, Aaron",Country,64,
20130,I Will.. But,SheDaisy,Country,64,
20131,Couldn't Last A Moment,"Raye, Collin",Country,64,
20132,Whoa!,Black Rob,Rap,64,
20133,Pop A Top,"Jackson, Alan",Country,64,
20134,Been There,"Black, Clint",Country,64,
20135,The Light,Common,Rap,64,
20136,Carlene,"Vassar, Phil",Country,64,
20137,www.memory,"Jackson, Alan",Country,64,
20138,The Itch,Vitamin C,Rock,64,
20139,G'D Up,"Eastsidaz, The",Rap,64,
20140,Whatever,Ideal,R&B,64,
20141,Emotional,"Thomas, Carl",Rock,64,
20142,None Of Ur Friends Business,Ginuwine,Rock,64,
20143,Unconditional,"Davidson, Clay",Country,64,
20144,What You Want,DMX,Rap,64,
20145,Someday Out Of The Blue,"John, Elton",Rock,64,
20146,Nothing As It Seems,Pearl Jam,Rock,64,
20147,The Best Of Me,Mya,Rock,64,
20148,Flowers On The Wall,"Heatherly, Eric",Country,64,
20149,Stan,Eminem,Rap,64,
20150,I'll Be,"McEntire, Reba",Country,64,
20151,Feelin' Good,"Lopez, Jennifer",Latin,64,
20152,Your Everything,"Urban, Keith",Country,64,
20153,Dear Lie,TLC,Rock,64,
20154,Feels Like Love,"Gill, Vince",Country,64,
20155,Could I Have This Kiss Forever,"Houston, Whitney",Rock,64,
20156,The Bad Touch,Bloodhound Gang,R&B,64,
20157,Angels,"Williams, Robbie",Rock,64,
20158,Because You Love Me,"Messina, Jo Dee",Country,64,
20159,Country Comes To Town,"Keith, Toby",Country,64,
20160,Girls Dem Sugar,Beenie Man,Reggae,64,
20161,Let's Make Love,"Hill, Faith",Rap,64,
20162,Caught Out There,Kelis,R&B,64,
20163,Anything,Jay-Z,Rap,64,
20164,Loser,3 Doors Down,Rock,64,
20165,You'll Always Be Loved By Me,Brooks & Dunn,Country,64,
20166,What I Need To Do,"Chesney, Kenny",Country,64,
20167,No More Rain (In This Cloud),"Stone, Angie",R&B,64,
20168,That's What I'm Looking For,Da Brat,Rap,64,
20169,This Woman Needs,SheDaisy,Country,64,
20170,Last Resort,Papa Roach,Rock,64,
20171,Open My Heart,"Adams, Yolanda",Gospel,64,
20172,Bad Boyz,Shyne,Rap,64,
20173,The Great Beyond,R.E.M.,Rock,64,
20174,It's Always Somethin',"Diffie, Joe",Country,64,
20175,Some Things Never Change,"McGraw, Tim",Country,64,
20176,Taking You Home,"Henley, Don",Rock,64,
20177,The Way I Am,Eminem,Rap,64,
20178,You Owe Me,Nas,R&B,64,
20179,Change Your Mind,Sister Hazel,Rock,64,
20180,Best Friend,Puff Daddy,Rap,64,
20181,There You Are,"McBride, Martina",Country,64,
20182,Pop Ya Collar,Usher,Rock,64,
20183,No Matter What They Say,Lil' Kim,Rap,64,
20184,I Don't Wanna Kiss You Goodnight,LFO,Rock,64,
20185,Deck The Halls,SheDaisy,Country,64,
20186,I Think God Can Explain,Splender,R&B,64,
20187,Where You Are,"Simpson, Jessica",Rock,64,
20188,Mirror Mirror,M2M,Pop,64,
20189,U Don't Love Me,Kumbia Kings,R&B,64,
20190,Treat Her Like A Lady,Joe,Rock,64,
20191,Deep Inside,"Blige, Mary J.",Rock,64,
20192,You Should've Told Me,"Price, Kelly",Rock,64,
20193,That Other Woman,Changing Faces,Rock,64,
20194,It Was,"Wright, Chely",R&B,64,
20195,Rollin',Limp Bizkit,Rock,64,
20196,I Need A Hot Girl,Hot Boys,Rap,64,
20197,Do It Again (Put Ya Hands Up),Jay-Z,Rap,64,
20198,More,"Adkins, Trace",Country,64,
20199,Cold Day In July,"Dixie Chicks, The",Country,64,
20200,As We Lay,"Price, Kelly",Rock,64,
20201,What's My Name,DMX,Rap,64,
20202,Private Emotion,"Martin, Ricky",Latin,64,
20203,If I Am,Nine Days,Rock,64,
20204,Give Me You,"Blige, Mary J.",Rock,64,
20205,Californication,Red Hot Chili Peppers,Rock,64,
20206,Deep Inside Of You,Third Eye Blind,Rock,64,
20207,Do What You Gotta Do,"Brooks, Garth",Country,64,
20208,Original Prankster,"Offspring, The",Rock,64,
20209,My Baby You,"Anthony, Marc",Latin,64,
20210,"Same Script, Different Cast","Houston, Whitney",Rock,64,
20211,Left & Right,D'Angelo,R&B,64,
20212,I Belong To You,"Kravitz, Lenny",Rock,64,
20213,That's The Kind Of Mood I'm In,"Loveless, Patty",Country,64,
20214,Breathe And Stop,Q-Tip,Rock,64,
20215,Can't Fight The Moonlight,"Rimes, LeAnn",Country,64,
20216,Tha Block Is Hot,Lil Wayne,Rap,64,
20217,Baby Don't Cry (Keep Ya Head Up II),2 Pac,Rap,64,
20218,Sleepwalker,"Wallflowers, The",Rock,64,
20219,"Left, Right, Left",Drama,Rap,64,
20220,N 2 Gether Now,Limp Bizkit,Rock,64,
20221,"Ryde or Die, Chick",Lox,Rap,64,
20222,Whistle While You Twurk,Ying Yang Twins,Rap,64,
20223,"Live, Laugh, Love","Walker, Clay",Country,64,
20224,No Leaf Clover (Live),Metallica,Rock,64,
20225,Another Nine Minutes,Yankee Grey,Country,64,
20226,Tricky Tricky ,"Bega, Lou",Rock,64,
20227,It's So Hard,Big Punisher,Rap,64,
20228,When You Need My Love,"Worley, Darryl",Country,64,
20229,How Many Licks?,Lil' Kim,Rap,64,
20230,A Little Gasoline,"Clark, Terri",Country,64,
20231,A Country Boy Can Survive,"Brock, Chad",Country,64,
20232,My Love Goes On And On,"Cagle, Chris",Country,64,
20233,Put Your Hand In Mine,"Byrd, Tracy",Country,64,
20234,I Disappear,Metallica,Rock,64,
20235,Hey Papi,Jay-Z,Rap,64,
20236,The Rockafeller Skank,Fatboy Slim,Electronica,64,
20237,Mr. Too Damn Good,"Levert, Gerald",R&B,64,
20238,Stay Or Let It Go,"McKnight, Brian",Rock,64,
20239,Smoke Rings In The Dark,"Allan, Gary",Country,64,
20240,The Best Man I Can Be,Ginuwine,Rock,64,
20241,Monica,Before Dark,Rock,64,
20242,No Me Dejes De Querer,"Estefan, Gloria",Rock,64,
20243,Sour Girl,Stone Temple Pilots,Rock,64,
20244,Daddy Won't Sell The Farm,Montgomery Gentry,Country,64,
20245,You Won't Be Lonely Now,"Cyrus, Billy Ray",Country,64,
20246,Meanwhile Back At The Ranch,Clark Family Experience,Country,64,
20247,Summer Rain,"Thomas, Carl",Rock,64,
20248,Real Live Woman,"Yearwood, Trisha",Country,64,
20249,Shut Up,Trick Daddy,Rap,64,
20250,Straight Up,"Moore, Chante",Rock,64,
20251,What Means The World To You,Cam'ron,Rap,64,
20252,U Understand,Juvenile,Rap,64,
20253,Can't Stay,"Hollister, Dave",Rock,64,
20254,Can't Go For That,Tamia,Rock,64,
20255,West Side Story,LFO,Rock,64,
20256,Me Neither,"Paisley, Brad",Country,64,
20257,Take That,"Carter, Torrey",Rock,64,
20258,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Ge+her,R&B,64,
20259,Don't Call Me Baby,Madison Avenue,Electronica,64,
20260,Got It All,Eve,Rap,64,
20261,Re-Arranged,Limp Bizkit,Rock,64,
20262,Still In My Heart,"Spencer, Tracie",Rock,64,
20263,3 Little Words,Nu Flavor,R&B,64,
20264,If You Don't Wanna Love Me,Tamar,Rock,64,
20265,Baby U Are,"Levert, Gerald",R&B,64,
20266,L.A. Song,"Hart, Beth",Country,64,
20267,The Quittin' Kind,"Diffie, Joe",Country,64,
20268,Do You,Funkmaster Flex,Rap,64,
20269,Love Sets You Free,"Price, Kelly",Rock,64,
20270,Riddle,En Vogue,Rock,64,
20271,No Mercy,"Herndon, Ty",Country,64,
20272,I'm Outta Love,Anastacia,Pop,64,
20273,Pull Over,Trina,Rap,64,
20274,Ta Da,Lil' Mo,Rap,64,
20275,Dancing Queen,A*Teens,Pop,64,
20276,Where I Wanna Be,"Sheist, Shade",Rap,64,
20277,All Good?,De La Soul,Rap,64,
20278,Get Up,"Larrieux, Amel",R&B,64,
20279,Spanish Guitar,"Braxton, Toni",Rock,64,
20280,I Know,Tuesday,Rock,64,
20281,Imagine That,LL Cool J,Rap,64,
20282,Souljas,Master P,Rap,64,
20283,Cherchez LaGhost,Ghostface Killah,R&B,64,
20284,Freakin' It,"Smith, Will",Rap,64,
20285,Kernkraft 400,Zombie Nation,Rock,64,
20286,Got Beef,"Eastsidaz, The",Rap,64,
20287,Toca's Miracle,Fragma,R&B,64,
20288,Independent Women Part I,Destiny's Child,Rock,65,
20289,"Maria, Maria",Santana,Rock,65,
20290,I Knew I Loved You,Savage Garden,Rock,65,
20291,Music,Madonna,Rock,65,
20292,Come On Over Baby (All I Want Is You),"Aguilera, Christina",Rock,65,
20293,Doesn't Really Matter,Janet,Rock,65,
20294,Say My Name,Destiny's Child,Rock,65,
20295,Be With You,"Iglesias, Enrique",Latin,65,
20296,Incomplete,Sisqo,Rock,65,
20297,Amazed,Lonestar,Country,65,
20298,It's Gonna Be Me,N'Sync,Rock,65,
20299,What A Girl Wants,"Aguilera, Christina",Rock,65,
20300,Everything You Want,Vertical Horizon,Rock,65,
20301,With Arms Wide Open,Creed,Rock,65,
20302,Try Again,Aaliyah,Rock,65,
20303,Bent,matchbox twenty,Rock,65,
20304,Thank God I Found You,"Carey, Mariah",Rock,65,
20305,Breathe,"Hill, Faith",Rap,65,
20306,Case Of The Ex (Whatcha Gonna Do),Mya,Rock,65,
20307,He Loves U Not,Dream,Rock,65,
20308,He Wasn't Man Enough,"Braxton, Toni",Rock,65,
20309,You Sang To Me,"Anthony, Marc",Latin,65,
20310,Give Me Just One Night (Una Noche),98¡,Rock,65,
20311,Jumpin' Jumpin',Destiny's Child,Rock,65,
20312,Kryptonite,3 Doors Down,Rock,65,
20313,Thong Song,Sisqo,Rock,65,
20314,I Turn To You,"Aguilera, Christina",Rock,65,
20315,My Love Is Your Love,"Houston, Whitney",Rock,65,
20316,I Wanna Know,Joe,Rock,65,
20317,Get It On.. Tonite,"Jordan, Montell",Rap,65,
20318,Bye Bye Bye,N'Sync,Rock,65,
20319,The Real Slim Shady,Eminem,Rap,65,
20320,Most Girls,Pink,Rock,65,
20321,Gotta Tell You,"Mumba, Samantha",Rock,65,
20322,Bring It All To Me,Blaque,Pop,65,
20323,Hot Boyz,"Elliott, Missy ""Misdemeanor""",Rap,65,
20324,I Try,"Gray, Macy",Rock,65,
20325,This I Promise You,N'Sync,Rock,65,
20326,No More,Ruff Endz,Rock,65,
20327,Show Me The Meaning Of Being Lonely,"Backstreet Boys, The",Rock,65,
20328,Absolutely (Story Of A Girl),Nine Days,Rock,65,
20329,That's The Way It Is,"Dion, Celine",Rock,65,
20330,All The Small Things,Blink-182,Rock,65,
20331,Blue (Da Ba Dee),Eiffel 65,Electronica,65,
20332,Bag Lady,"Badu, Erkyah",Rock,65,
20333,There U Go,Pink,Rock,65,
20334,Higher,Creed,Rock,65,49.0
20335,(Hot S**t) Country Grammar,Nelly,Rap,65,
20336,Wifey,Next,Rock,65,
20337,Auld Lang Syne (The Millenium Mix),Kenny G,Jazz,65,
20338,It Feels So Good,Sonique,Rock,65,
20339,Oops!.. I Did It Again,"Spears, Britney",Rock,65,
20340,Shape Of My Heart,"Backstreet Boys, The",Rock,65,
20341,Wonderful,Everclear,Rock,65,
20342,Between Me And You,Ja Rule,Rap,65,
20343,I Need You,"Rimes, LeAnn",Country,65,
20344,Then The Morning Comes,Smash Mouth,Rock,65,
20345,I Just Wanna Love U (Give It 2 Me),Jay-Z,Rap,65,
20346,Let's Get Married,Jagged Edge,Rock,65,
20347,Take A Picture,Filter,Rock,65,
20348,She Bangs,"Martin, Ricky",Latin,65,
20349,Shake Ya Ass,Mystikal,Rap,65,
20350,Back Here,BBMak,Rock,65,
20351,From The Bottom Of My Broken Heart,"Spears, Britney",Rock,65,
20352,Never Let You Go,Third Eye Blind,Rock,65,
20353,Otherside,Red Hot Chili Peppers,Rock,65,
20354,Liar,Profyle,R&B,65,
20355,Pinch Me,Barenaked Ladies,Rock,65,
20356,He Can't Love U,Jagged Edge,Rock,65,
20357,Wobble Wobble,504 Boyz,Rap,65,
20358,Desert Rose,Sting,Rock,65,
20359,Big Pimpin',Jay-Z,Rap,65,
20360,Only God Knows Why,Kid Rock,Rock,65,
20361,Learn To Fly,Foo Fighters,Rock,65,
20362,Goodbye Earl,"Dixie Chicks, The",Country,65,
20363,Dancin',Guy,R&B,65,
20364,Bounce With Me,Lil Bow Wow,Rap,65,
20365,Swear It Again,Westlife,Rock,65,
20366,Meet Virginia,Train,Rock,65,
20367,I Wish,"Thomas, Carl",Rock,65,
20368,This Time Around,Hanson,Country,65,
20369,I Think I'm In Love With You,"Simpson, Jessica",Pop,65,
20370,What's Your Fantasy,Ludacris,Rap,65,
20371,Callin' Me,Lil' Zane,Rap,65,
20372,Don't Say You Love Me,M2M,Pop,65,
20373,Faded,SoulDecision,Rock,65,
20374,Yes!,"Brock, Chad",Country,65,
20375,Shake Your Bon-Bon,"Martin, Ricky",Latin,65,
20376,You're A God,Vertical Horizon,Rock,65,
20377,Separated,Avant,Rock,65,
20378,Big Deal,"Rimes, LeAnn",Country,65,
20379,Stay The Night,IMx,Rap,65,
20380,The Next Episode,Dr. Dre,Rap,65,
20381,Lucky,"Spears, Britney",Rock,65,
20382,Crash And Burn,Savage Garden,Rock,65,
20383,Don't Think I'm Not,Kandi,Rock,65,
20384,I Like It,Sammie,Rock,65,
20385,Broadway,Goo Goo Dolls,Rock,65,
20386,I Wanna Be With You,"Moore, Mandy",Pop,65,
20387,Forgot About Dre,Dr. Dre,Rap,65,
20388,Untitled (How Does It Feel),D'Angelo,R&B,65,
20389,That's The Way,"Messina, Jo Dee",Country,65,
20390,My First Love,Avant,Rock,65,
20391,A Puro Dolor (Purest Of Pain),Son By Four,Latin,65,
20392,What'Chu Like,Da Brat,Rap,65,
20393,Party Up (Up In Here),DMX,Rap,65,
20394,Cowboy Take Me Away,"Dixie Chicks, The",Country,65,
20395,My Next Thirty Years,"McGraw, Tim",Country,65,
20396,Best Of Intentions,"Tritt, Travis",Country,65,
20397,Better Off Alone,Alice Deejay,Electronica,65,
20398,Another Dumb Blonde,Hoku,Pop,65,
20399,I Learned From The Best,"Houston, Whitney",Rock,65,
20400,Hanginaround,Counting Crows,Rock,65,
20401,Shackles (Praise You),Mary Mary,Rock,65,
20402,Crybaby,"Carey, Mariah",Rock,65,
20403,My Best Friend,"McGraw, Tim",Country,65,
20404,Falls Apart,Sugar Ray,Rock,65,
20405,American Pie,Madonna,Rock,65,
20406,Where I Wanna Be,"Jones, Donell",Rock,65,
20407,We Danced,"Paisley, Brad",Country,65,
20408,What About Now,Lonestar,Country,65,
20409,The One,"Backstreet Boys, The",Rock,65,
20410,How Do You Like Me Now?!,"Keith, Toby",Country,65,
20411,The Best Day,"Strait, George",Country,65,
20412,Without You,"Dixie Chicks, The",Country,65,
20413,Just Friends (Sunny),Musiq,Rap,65,
20414,What Do You Say,"McEntire, Reba",Country,65,
20415,Just Be A Man About It,"Braxton, Toni",Rock,65,
20416,Rhythm Divine,"Iglesias, Enrique",Latin,65,
20417,I Will Love Again,"Fabian, Lara",Pop,65,
20418,It's My Life,Bon Jovi,Rock,65,
20419,Born To Fly,"Evans, Sara",Country,65,
20420,I Lost It,"Chesney, Kenny",Country,65,
20421,One Night Stand,J-Shin,R&B,65,
20422,Love Is Blind,Eve,Rap,65,
20423,I Don't Wanna,Aaliyah,Rock,65,
20424,The Little Girl,"Montgomery, John Michael",Country,65,
20425,Aaron's Party (Come Get It),"Carter, Aaron",R&B,65,
20426,Just Another Day In Paradise,"Vassar, Phil",Country,65,
20427,You Can Do It,Ice Cube,Rap,65,
20428,Back At One,"Wills, Mark",Country,65,
20429,Dance Tonight,Lucy Pearl,R&B,65,
20430,It Must Be Love,"Jackson, Alan",Country,65,
20431,She's More,"Griggs, Andy",Country,65,
20432,Simple Kind Of Life,No Doubt,Rock,65,
20433,911,"Jean, Wyclef",Rap,65,
20434,Prayin' For Daylight,Rascal Flatts,Country,65,
20435,Graduation (Friends Forever),Vitamin C,Rock,65,
20436,One Voice,"Gilman, Billy",Country,65,
20437,Smile,Lonestar,Country,65,
20438,Buy Me A Rose,"Rogers, Kenny",Country,65,
20439,Lessons Learned,"Lawrence, Tracy",Country,65,
20440,Go On,"Strait, George",Country,65,
20441,Got To Get It,Sisqo,Rock,65,
20442,Who Let The Dogs Out,Baha Men,R&B,65,
20443,The Chain Of Love,"Walker, Clay",Country,65,
20444,Love's The Only House,"McBride, Martina",Country,65,
20445,Sexual (Li Da Di),Amber,Rock,65,
20446,Kiss This,"Tippin, Aaron",Country,65,
20447,I Will.. But,SheDaisy,Country,65,
20448,Couldn't Last A Moment,"Raye, Collin",Country,65,
20449,Whoa!,Black Rob,Rap,65,
20450,Pop A Top,"Jackson, Alan",Country,65,
20451,Been There,"Black, Clint",Country,65,
20452,The Light,Common,Rap,65,
20453,Carlene,"Vassar, Phil",Country,65,
20454,www.memory,"Jackson, Alan",Country,65,
20455,The Itch,Vitamin C,Rock,65,
20456,G'D Up,"Eastsidaz, The",Rap,65,
20457,Whatever,Ideal,R&B,65,
20458,Emotional,"Thomas, Carl",Rock,65,
20459,None Of Ur Friends Business,Ginuwine,Rock,65,
20460,Unconditional,"Davidson, Clay",Country,65,
20461,What You Want,DMX,Rap,65,
20462,Someday Out Of The Blue,"John, Elton",Rock,65,
20463,Nothing As It Seems,Pearl Jam,Rock,65,
20464,The Best Of Me,Mya,Rock,65,
20465,Flowers On The Wall,"Heatherly, Eric",Country,65,
20466,Stan,Eminem,Rap,65,
20467,I'll Be,"McEntire, Reba",Country,65,
20468,Feelin' Good,"Lopez, Jennifer",Latin,65,
20469,Your Everything,"Urban, Keith",Country,65,
20470,Dear Lie,TLC,Rock,65,
20471,Feels Like Love,"Gill, Vince",Country,65,
20472,Could I Have This Kiss Forever,"Houston, Whitney",Rock,65,
20473,The Bad Touch,Bloodhound Gang,R&B,65,
20474,Angels,"Williams, Robbie",Rock,65,
20475,Because You Love Me,"Messina, Jo Dee",Country,65,
20476,Country Comes To Town,"Keith, Toby",Country,65,
20477,Girls Dem Sugar,Beenie Man,Reggae,65,
20478,Let's Make Love,"Hill, Faith",Rap,65,
20479,Caught Out There,Kelis,R&B,65,
20480,Anything,Jay-Z,Rap,65,
20481,Loser,3 Doors Down,Rock,65,
20482,You'll Always Be Loved By Me,Brooks & Dunn,Country,65,
20483,What I Need To Do,"Chesney, Kenny",Country,65,
20484,No More Rain (In This Cloud),"Stone, Angie",R&B,65,
20485,That's What I'm Looking For,Da Brat,Rap,65,
20486,This Woman Needs,SheDaisy,Country,65,
20487,Last Resort,Papa Roach,Rock,65,
20488,Open My Heart,"Adams, Yolanda",Gospel,65,
20489,Bad Boyz,Shyne,Rap,65,
20490,The Great Beyond,R.E.M.,Rock,65,
20491,It's Always Somethin',"Diffie, Joe",Country,65,
20492,Some Things Never Change,"McGraw, Tim",Country,65,
20493,Taking You Home,"Henley, Don",Rock,65,
20494,The Way I Am,Eminem,Rap,65,
20495,You Owe Me,Nas,R&B,65,
20496,Change Your Mind,Sister Hazel,Rock,65,
20497,Best Friend,Puff Daddy,Rap,65,
20498,There You Are,"McBride, Martina",Country,65,
20499,Pop Ya Collar,Usher,Rock,65,
20500,No Matter What They Say,Lil' Kim,Rap,65,
20501,I Don't Wanna Kiss You Goodnight,LFO,Rock,65,
20502,Deck The Halls,SheDaisy,Country,65,
20503,I Think God Can Explain,Splender,R&B,65,
20504,Where You Are,"Simpson, Jessica",Rock,65,
20505,Mirror Mirror,M2M,Pop,65,
20506,U Don't Love Me,Kumbia Kings,R&B,65,
20507,Treat Her Like A Lady,Joe,Rock,65,
20508,Deep Inside,"Blige, Mary J.",Rock,65,
20509,You Should've Told Me,"Price, Kelly",Rock,65,
20510,That Other Woman,Changing Faces,Rock,65,
20511,It Was,"Wright, Chely",R&B,65,
20512,Rollin',Limp Bizkit,Rock,65,
20513,I Need A Hot Girl,Hot Boys,Rap,65,
20514,Do It Again (Put Ya Hands Up),Jay-Z,Rap,65,
20515,More,"Adkins, Trace",Country,65,
20516,Cold Day In July,"Dixie Chicks, The",Country,65,
20517,As We Lay,"Price, Kelly",Rock,65,
20518,What's My Name,DMX,Rap,65,
20519,Private Emotion,"Martin, Ricky",Latin,65,
20520,If I Am,Nine Days,Rock,65,
20521,Give Me You,"Blige, Mary J.",Rock,65,
20522,Californication,Red Hot Chili Peppers,Rock,65,
20523,Deep Inside Of You,Third Eye Blind,Rock,65,
20524,Do What You Gotta Do,"Brooks, Garth",Country,65,
20525,Original Prankster,"Offspring, The",Rock,65,
20526,My Baby You,"Anthony, Marc",Latin,65,
20527,"Same Script, Different Cast","Houston, Whitney",Rock,65,
20528,Left & Right,D'Angelo,R&B,65,
20529,I Belong To You,"Kravitz, Lenny",Rock,65,
20530,That's The Kind Of Mood I'm In,"Loveless, Patty",Country,65,
20531,Breathe And Stop,Q-Tip,Rock,65,
20532,Can't Fight The Moonlight,"Rimes, LeAnn",Country,65,
20533,Tha Block Is Hot,Lil Wayne,Rap,65,
20534,Baby Don't Cry (Keep Ya Head Up II),2 Pac,Rap,65,
20535,Sleepwalker,"Wallflowers, The",Rock,65,
20536,"Left, Right, Left",Drama,Rap,65,
20537,N 2 Gether Now,Limp Bizkit,Rock,65,
20538,"Ryde or Die, Chick",Lox,Rap,65,
20539,Whistle While You Twurk,Ying Yang Twins,Rap,65,
20540,"Live, Laugh, Love","Walker, Clay",Country,65,
20541,No Leaf Clover (Live),Metallica,Rock,65,
20542,Another Nine Minutes,Yankee Grey,Country,65,
20543,Tricky Tricky ,"Bega, Lou",Rock,65,
20544,It's So Hard,Big Punisher,Rap,65,
20545,When You Need My Love,"Worley, Darryl",Country,65,
20546,How Many Licks?,Lil' Kim,Rap,65,
20547,A Little Gasoline,"Clark, Terri",Country,65,
20548,A Country Boy Can Survive,"Brock, Chad",Country,65,
20549,My Love Goes On And On,"Cagle, Chris",Country,65,
20550,Put Your Hand In Mine,"Byrd, Tracy",Country,65,
20551,I Disappear,Metallica,Rock,65,
20552,Hey Papi,Jay-Z,Rap,65,
20553,The Rockafeller Skank,Fatboy Slim,Electronica,65,
20554,Mr. Too Damn Good,"Levert, Gerald",R&B,65,
20555,Stay Or Let It Go,"McKnight, Brian",Rock,65,
20556,Smoke Rings In The Dark,"Allan, Gary",Country,65,
20557,The Best Man I Can Be,Ginuwine,Rock,65,
20558,Monica,Before Dark,Rock,65,
20559,No Me Dejes De Querer,"Estefan, Gloria",Rock,65,
20560,Sour Girl,Stone Temple Pilots,Rock,65,
20561,Daddy Won't Sell The Farm,Montgomery Gentry,Country,65,
20562,You Won't Be Lonely Now,"Cyrus, Billy Ray",Country,65,
20563,Meanwhile Back At The Ranch,Clark Family Experience,Country,65,
20564,Summer Rain,"Thomas, Carl",Rock,65,
20565,Real Live Woman,"Yearwood, Trisha",Country,65,
20566,Shut Up,Trick Daddy,Rap,65,
20567,Straight Up,"Moore, Chante",Rock,65,
20568,What Means The World To You,Cam'ron,Rap,65,
20569,U Understand,Juvenile,Rap,65,
20570,Can't Stay,"Hollister, Dave",Rock,65,
20571,Can't Go For That,Tamia,Rock,65,
20572,West Side Story,LFO,Rock,65,
20573,Me Neither,"Paisley, Brad",Country,65,
20574,Take That,"Carter, Torrey",Rock,65,
20575,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Ge+her,R&B,65,
20576,Don't Call Me Baby,Madison Avenue,Electronica,65,
20577,Got It All,Eve,Rap,65,
20578,Re-Arranged,Limp Bizkit,Rock,65,
20579,Still In My Heart,"Spencer, Tracie",Rock,65,
